video_title,average_completion_percent,median_completion_percent,views
CSC102LL_Y1_01_24,78.56521739130434,100.0,92
CSC102_Y1_01_01_A,91.77874743326488,100.0,974
CSC102_Y1_01_01_B,91.08346545866364,100.0,883
CSC102_Y1_01_02_A,94.68989298454221,100.0,841
CSC102_Y1_01_02_B,96.03363286264441,100.0,779
CSC102_Y1_01_03_A,89.84231770833333,100.0,768
CSC102_Y1_01_03_B,88.81755395683453,100.0,695
CSC102_Y1_01_04_A,91.57157584683358,100.0,679
CSC102_Y1_01_04_B,93.0779365079365,100.0,630
CSC102_Y1_01_05_A,94.69306451612903,100.0,620
CSC102_Y1_01_05_B,95.23373083475298,100.0,587
CSC102_Y1_01_06,77.1,77.1,1
CSC102_Y1_01_06_A,88.13741721854305,100.0,604
CSC102_Y1_01_06_B,90.96333333333332,100.0,540
CSC102_Y1_01_06_C,91.14843137254901,100.0,510
CSC102_Y1_01_07_A,89.37759336099585,100.0,482
CSC102_Y1_01_07_B,93.35514874141876,100.0,437
CSC102_Y1_01_07_C,90.36513317191285,100.0,413
CSC102_Y1_01_08_A,86.45429234338748,100.0,431
CSC102_Y1_01_08_B,90.7740837696335,100.0,382
CSC102_Y1_01_09_A,93.76947040498442,100.0,321
CSC102_Y1_01_09_B,95.94212218649518,100.0,311
CSC102_Y1_01_09_C,94.74059405940595,100.0,303
CSC102_Y1_01_10_A,90.18264840182648,100.0,438
CSC102_Y1_01_10_B,91.8716049382716,100.0,405
CSC102_Y1_01_10_C,93.46883116883117,100.0,385
CSC102_Y1_01_11_A,88.47784090909092,100.0,352
CSC102_Y1_01_11_B,91.113125,100.0,320
CSC102_Y1_01_11_C,82.35131578947369,100.0,304
CSC102_Y1_01_12_A,92.95104895104895,100.0,286
CSC102_Y1_01_12_B,94.96678832116788,100.0,274
CSC102_Y1_01_12_C,94.93726937269372,100.0,271
CSC102_Y1_01_13_A,85.50296735905044,100.0,337
CSC102_Y1_01_13_B,90.38562091503267,100.0,306
CSC102_Y1_01_14_A,94.05140845070422,100.0,284
CSC102_Y1_01_14_B,92.93518518518519,100.0,270
CSC102_Y1_01_15_A,88.4017667844523,100.0,283
CSC102_Y1_01_15_B,90.56313725490196,100.0,255
CSC102_Y1_01_15_C,92.67510204081633,100.0,245
CSC102_Y1_01_16_A,83.73815789473684,100.0,228
CSC102_Y1_01_16_B,92.78082901554404,100.0,193
CSC102_Y1_01_16_C,91.1118918918919,100.0,185
CSC102_Y1_01_17_A,84.55164319248826,100.0,213
CSC102_Y1_01_17_B,88.32340425531915,100.0,188
CSC102_Y1_01_18_A,95.09316770186335,100.0,161
CSC102_Y1_01_18_B,93.94805194805195,100.0,154
CSC102_Y1_01_18_C,92.56375838926175,100.0,149
CSC203LL_Y2_01_01,67.68474178403756,93.4,426
CSC203LL_Y2_01_02,73.99653179190751,100.0,346
CSC203LL_Y2_01_05,62.40922330097087,82.25,206
CSC203LL_Y2_01_06,71.0615763546798,100.0,203
CSC203LL_Y2_01_10,37.467058823529406,11.3,85
CSC203LL_Y2_01_11,42.244285714285716,11.4,70
CSC203_Y2_01_01,85.76111111111112,100.0,576
CSC203_Y2_01_02,86.47,96.7,170
CSC203_Y2_01_03,78.47443037974683,97.7,395
CSC203_Y2_01_04,76.58272980501393,100.0,359
CSC203_Y2_01_05,77.89794520547946,100.0,292
CSC203_Y2_01_06,82.13687943262411,100.0,282
CSC203_Y2_01_07,81.46349809885932,100.0,263
CSC203_Y2_01_08,79.18326180257512,100.0,233
CSC203_Y2_01_09,76.53663793103448,100.0,232
CSC203_Y2_01_10,76.09765625,100.0,128
CSC203_Y2_01_11,68.83203883495146,98.5,103
CSC203_Y2_01_12,61.07878787878788,97.9,99
CSC212LL_Y2_01_04,56.762162162162156,64.85,148
CSC212LL_Y2_01_06,53.609756097560975,57.6,123
CSC212LL_Y2_01_07,63.0578431372549,94.5,102
CSC212LL_Y2_01_09,60.69444444444444,70.75,90
CSC212_Y2_01_03,88.06467391304348,100.0,184
CSC212_Y2_02_01,87.70798122065727,100.0,213
CSC212_Y2_02_02_A,91.19712918660288,100.0,209
CSC212_Y2_02_02_B,90.11161616161615,100.0,198
CSC212_Y2_02_05_A,90.9489932885906,100.0,149
CSC212_Y2_02_05_B,91.01388888888889,100.0,144
CSC212_Y2_02_10_A,81.87926829268294,100.0,82
CSC212_Y2_02_10_B,65.95352112676056,97.6,71
CSC212_Y2_02_12,86.5525,100.0,80
CSS 103_Y1_01_11,70.13333333333333,100.0,27
CSS 103_Y1_01_12,57.55357142857143,80.2,28
CSS 103_Y1_01_16,68.94642857142857,91.85,28
CSS 108_Y1_02_06,54.5,56.75,6
CSS101LL_Y1_01_01,78.03239436619718,100.0,71
CSS101LL_Y1_01_03,61.09019607843137,82.6,51
CSS101LL_Y1_01_04,48.12222222222223,26.75,36
CSS101LL_Y1_01_06,52.035000000000004,47.15,40
CSS101LL_Y1_01_11,58.42142857142857,93.85,28
CSS101LL_Y1_01_14,45.99444444444444,32.55,18
CSS101_Y1_01_01,83.29659090909091,98.4,88
CSS101_Y1_01_02,83.26190476190476,100.0,63
CSS101_Y1_01_03,86.60208333333333,100.0,48
CSS101_Y1_01_04,58.07708333333333,48.95,48
CSS101_Y1_01_05,78.26923076923077,100.0,39
CSS102LL_Y1_02_01,40.57142857142857,12.0,7
CSS102LL_Y1_02_02,34.36666666666667,13.100000000000001,6
CSS102LL_Y1_02_03,59.36363636363637,100.0,11
CSS102LL_Y1_02_04,61.82000000000001,100.0,5
CSS102LL_Y1_02_05,62.8,98.8,5
CSS102_Y1_01_02_01,61.6,90.0,14
CSS102_Y1_01_02_02,55.220000000000006,63.55,10
CSS102_Y1_01_02_03,69.94166666666666,99.1,12
CSS102_Y1_01_02_04,63.33,100.0,10
CSS102_Y1_01_02_05_A,65.13333333333334,92.1,12
CSS102_Y1_01_02_05_B,74.74545454545455,100.0,11
CSS102_Y1_01_02_05_C,62.5,81.8,10
CSS102_Y1_01_02_06_A,26.5,26.5,1
CSS102_Y1_01_02_06_B,77.5,100.0,5
CSS102_Y1_01_02_06_C,50.800000000000004,47.2,7
CSS103LL_Y1_01_03,65.24375,78.44999999999999,32
CSS103LL_Y1_01_07,57.26428571428572,63.8,28
CSS103LL_Y1_01_08,58.09166666666667,94.1,24
CSS103LL_Y1_01_09,49.63809523809524,45.5,21
CSS103LL_Y1_01_14,39.42631578947368,7.3,19
CSS103LL_Y2_01_05,41.58275862068966,22.6,29
CSS103_Y1_01_01,88.94444444444444,100.0,72
CSS103_Y1_01_02,82.39999999999999,100.0,53
CSS103_Y1_01_03,77.91956521739131,100.0,46
CSS103_Y1_01_05,82.25526315789473,100.0,38
CSS103_Y1_01_06,63.68000000000001,77.3,35
CSS103_Y1_01_09,76.76,100.0,30
CSS103_Y1_01_17,71.3,100.0,21
CSS104LL_Y1_02_01,75.94285714285715,100.0,7
CSS104LL_Y1_02_02,64.2875,99.4,8
CSS104LL_Y1_02_03,68.275,100.0,8
CSS104LL_Y1_02_04,71.12857142857142,100.0,7
CSS104_Y1_02_01,80.97692307692309,100.0,13
CSS104_Y1_02_02,41.86363636363637,15.8,11
CSS104_Y1_02_03,71.53333333333333,100.0,9
CSS104_Y1_02_04,78.875,100.0,8
CSS104_Y1_02_05,63.48888888888889,100.0,9
CSS104_Y1_02_06,38.36666666666667,12.8,6
CSS105LL_Y2_01_04,56.52608695652174,57.8,23
CSS105LL_Y2_01_06,43.83684210526316,31.3,19
CSS105LL_Y2_01_07,50.95238095238095,35.0,21
CSS105LL_Y2_01_09,31.18421052631579,12.5,19
CSS105LL_Y2_01_10,15.491666666666667,3.0,12
CSS105LL_Y2_01_11,31.383333333333336,9.8,12
CSS105_Y1_01_01,83.50833333333334,100.0,48
CSS105_Y1_01_02_A,90.1774193548387,100.0,31
CSS105_Y1_01_02_B,85.1,100.0,30
CSS105_Y1_01_05_A,89.85217391304347,100.0,23
CSS105_Y1_01_05_B,91.0952380952381,100.0,21
CSS105_Y1_01_05_C,90.79473684210525,100.0,19
CSS105_Y1_01_09_A,91.04799999999999,100.0,25
CSS105_Y1_01_09_B,85.675,100.0,24
CSS105_Y1_01_09_C,88.10434782608696,100.0,23
CSS105_Y1_01_10_A,76.46470588235294,100.0,17
CSS105_Y1_01_10_B,85.83333333333333,100.0,12
CSS105_Y1_01_10_C,86.07692307692308,100.0,13
CSS106LL_Y1_02_01,63.575,98.75,8
CSS106LL_Y1_02_02,60.01428571428572,100.0,7
CSS106LL_Y1_02_03,65.12857142857142,100.0,7
CSS106LL_Y1_02_04,56.528571428571425,91.4,7
CSS106_Y1_02_01,76.72999999999999,100.0,10
CSS106_Y1_02_03,47.0625,61.1,8
CSS106_Y1_02_04,66.66666666666667,100.0,9
CSS106_Y1_02_05,51.4875,47.1,8
CSS106_Y1_02_06,73.35714285714286,100.0,7
CSS107LL_Y1_01_03,70.16818181818182,94.5,22
CSS107LL_Y1_01_04,64.52,80.0,15
CSS107LL_Y1_01_06,34.6625,26.4,16
CSS107LL_Y1_01_07,25.563636363636363,13.5,11
CSS107LL_Y1_01_11,30.285714285714285,3.6,7
CSS107LL_Y1_01_12,18.833333333333332,4.2,9
CSS107_Y1_01_01,73.43414634146342,100.0,41
CSS107_Y1_01_03,84.38333333333334,100.0,36
CSS107_Y1_01_05,85.89500000000001,100.0,20
CSS107_Y1_01_08,82.43333333333334,100.0,15
CSS107_Y1_01_09,67.88,87.5,20
CSS107_Y1_01_10,53.83076923076923,52.9,13
CSS108LL_Y1_02_01,54.114285714285714,65.4,7
CSS108LL_Y1_02_02,56.25,68.55,8
CSS108LL_Y1_02_03,50.642857142857146,26.3,7
CSS108LL_Y1_02_04,26.7,9.3,5
CSS108_Y1_02_01,68.87857142857142,100.0,14
CSS108_Y1_02_04,64.9625,100.0,8
CSS108_Y1_02_08,78.57142857142857,100.0,7
CSS108_Y1_02_10,80.5,100.0,5
CSS108_Y1_02_11,81.22,100.0,5
CYB201LL_Y2_01_02,72.59922480620155,99.0,129
CYB201LL_Y2_01_03,71.41960784313726,97.5,102
CYB201LL_Y2_01_06,73.24736842105263,98.5,76
CYB201LL_Y2_01_07,73.48571428571428,100.0,70
CYB201LL_Y2_01_09,59.604838709677416,88.05,62
CYB201LL_Y2_01_10,62.4975,90.45,40
CYB201_Y2_01_01,90.3747311827957,100.0,186
CYB201_Y2_01_02,89.46688311688311,100.0,154
CYB201_Y2_01_03,92.96503496503496,100.0,143
CYB201_Y2_01_04,92.09236641221375,100.0,131
CYB201_Y2_01_05,89.27565217391304,100.0,115
CYB201_Y2_01_06,87.99339622641509,100.0,106
CYB201_Y2_01_07,90.12526315789474,100.0,95
CYB201_Y2_01_08,83.54526315789474,100.0,95
CYB201_Y2_01_09,88.61481481481482,100.0,81
CYB201_Y2_01_10,80.09354838709677,100.0,62
CYB201_Y2_01_11,81.60363636363635,100.0,55
CYB201_Y2_01_12,80.04705882352941,100.0,51
CYB203LL_Y2_02_03,72.78039215686275,100.0,102
CYB203LL_Y2_02_05,71.94054054054054,100.0,74
CYB203LL_Y2_02_07,79.75142857142858,98.6,70
CYB203LL_Y2_02_09,77.53272727272727,100.0,55
CYB203LL_Y2_02_10,57.93103448275862,77.7,29
CYB203LL_Y2_02_11,56.80625,72.65,32
CYB203_Y2_02_01,87.90232558139536,100.0,172
CYB203_Y2_02_02,86.89731543624161,100.0,149
CYB203_Y2_02_03,87.18947368421053,100.0,133
CYB203_Y2_02_04,89.328,100.0,125
CYB203_Y2_02_05,86.91730769230769,100.0,104
CYB203_Y2_02_06,90.35816326530613,100.0,98
CYB203_Y2_02_07_A,91.53999999999999,100.0,95
CYB203_Y2_02_07_B,88.37582417582418,100.0,91
CYB203_Y2_02_08_A,88.7144578313253,100.0,83
CYB203_Y2_02_08_B,89.12763157894737,100.0,76
CYB203_Y2_02_09_A,89.1620253164557,100.0,79
CYB203_Y2_02_09_B,87.61944444444445,100.0,72
CYB203_Y2_02_10_a,87.48474576271187,100.0,59
CYB203_Y2_02_10_b,86.52037037037037,100.0,54
CYB203_Y2_02_11_A,87.96274509803922,100.0,51
CYB203_Y2_02_11_B,88.16304347826087,100.0,46
CYB203_Y2_02_12_A,85.4560975609756,100.0,41
CYB203_Y2_02_12_B,83.5475,100.0,40
CYB204_LL_Y2_02,68.15,95.5,30
CYB204_LL_Y2_04,50.0,42.9,24
CYB204_LL_Y2_05,48.9125,45.9,16
CYB204_LL_Y2_10_A,40.65,29.1,8
CYB204_LL_Y2_11,47.34285714285714,25.5,7
CYB204_LL_Y2_12,94.475,100.0,4
CYB204_Y2_01_03_B,89.8625,100.0,32
CYB204_Y2_01_05_A,79.34285714285714,100.0,28
CYB204_Y2_01_05_B,86.07692307692308,100.0,26
CYB_204_Y2_01_01,86.37659574468084,100.0,47
CYB_204_Y2_01_03_A,93.82,100.0,35
CYB_204_Y2_01_07_A,90.1375,100.0,24
CYB_204_Y2_01_07_B,93.82173913043479,100.0,23
CYB_204_Y2_01_10_A,91.13125,100.0,16
CYB_204_Y2_01_10_B,100.0,100.0,14
CYB_204_Y2_01_10_C,99.4076923076923,100.0,13
CYB_204_Y2_01_11_A,85.85,100.0,10
CYB_204_Y2_01_11_B,100.0,100.0,8
CYB_204_Y2_01_11_C,69.82000000000001,100.0,10
Case study Intro,79.84023668639053,100.0,1183
Communication and Meaning (A),88.23468328141226,100.0,963
Communication and Meaning (B),93.65919335705813,100.0,843
Concord (A),92.55655339805826,100.0,824
Concord (B),92.35006535947713,100.0,765
Css103 Y1 01 10,68.71333333333334,100.0,30
Css106 Y1 02 02,58.55,74.2,10
DTS201LL_Y1_02_02,77.74074074074075,100.0,54
DTS201LL_Y1_02_08,63.9,96.9,29
DTS201LL_Y1_02_09,63.653571428571425,98.2,28
DTS201LL_Y1_02_11,62.03846153846154,78.7,13
DTS201LL_Y1_O2_03,73.40576923076922,100.0,52
DTS201_LL_Y1_02_06,72.39736842105263,98.85,38
DTS201_Y1_01_11,78.38125,100.0,16
DTS201_Y1_02_04,86.52280701754387,100.0,57
DTS201_Y1_02_05,81.57435897435897,100.0,39
DTS201_Y1_02_06,82.45750000000001,100.0,40
DTS201_Y1_02_08,77.02727272727273,100.0,33
DTS201_Y1_02_09_A,73.79090909090908,100.0,33
DTS201_Y1_02_09_B,79.12307692307692,100.0,26
DTS201_Y1_02_10,4.4,4.4,1
DTS201_Y1_02_10_A,77.41,100.0,20
DTS201_Y1_02_10_B,96.45384615384616,100.0,13
DTS201_Y1_02_12,61.18333333333333,95.0,18
DTS201_Y2_01_01,88.19285714285714,100.0,84
DTS201_Y2_01_02 A,91.96197183098592,100.0,71
DTS201_Y2_01_02 B,85.91904761904762,100.0,63
DTS201_Y2_01_03,82.23114754098361,100.0,61
DTS201_Y2_01_07_A,85.40555555555555,100.0,36
DTS201_Y2_01_07_B,90.95862068965518,100.0,29
DTS202LL_Y2_02_03,63.22105263157895,89.7,19
DTS202LL_Y2_02_04,40.535000000000004,16.35,20
DTS202LL_Y2_02_11B,65.58,100.0,5
DTS202LL_Y2_02_12A,72.24285714285715,100.0,7
DTS202_Y2_02_02,84.66666666666667,100.0,24
DTS202_Y2_02_03,91.25652173913043,100.0,23
DTS202_Y2_02_04,81.1,100.0,18
DTS202_Y2_02_06,73.94444444444444,100.0,18
DTS202_Y2_02_07_A,88.025,100.0,16
DTS202_Y2_02_07_B,86.08571428571429,100.0,14
DTS202_Y2_02_07_C,70.22307692307692,90.3,13
DTS204LL_Y2_02_03(A),82.31224489795919,100.0,49
DTS204LL_Y2_02_03(B),74.34782608695652,91.35,46
DTS204LL_Y2_02_04,67.93508771929825,92.4,57
DTS204LL_Y2_02_04B,59.693023255813955,91.4,43
DTS204LL_Y2_02_05A,61.63846153846154,95.1,39
DTS204LL_Y2_02_05B,68.99655172413793,95.5,29
DTS204LL_Y2_02_06_B,55.70344827586207,91.7,29
DTS204LL_Y2_02_07A,68.65,91.80000000000001,30
DTS204LL_Y2_02_07B,72.22857142857143,98.8,28
DTS204LL_Y2_02_08,60.24666666666667,84.4,30
DTS204LL_Y2_02_11A,73.28461538461539,99.0,13
DTS204LL_Y2_02_11B,53.870000000000005,52.400000000000006,10
DTS204LL_Y2_02_6_A,56.79736842105264,70.15,38
DTS204_Y2_02_02_A,91.56153846153846,100.0,65
DTS204_Y2_02_02_B,87.7640625,100.0,64
DTS211LL_Y2_01_01_,60.665277777777774,75.0,72
DTS211LL_Y2_01_02,58.42857142857143,66.3,49
DTS211LL_Y2_01_03 PART 1,76.99705882352941,100.0,34
DTS211LL_Y2_01_03 PART 2,76.35555555555555,100.0,27
DTS211LL_Y2_01_03 PART 3,68.59565217391305,95.6,23
DTS211LL_Y2_01_07 PART 1,77.53125,100.0,16
DTS211LL_Y2_01_07 PART 2,65.90625,100.0,16
DTS211LL_Y2_01_07 PART 3,74.56666666666666,97.4,15
DTS211LL_Y2_01_08 PART 1,65.47058823529412,92.6,17
DTS211LL_Y2_01_08 PART 2,58.371428571428574,80.0,14
DTS211LL_Y2_01_08 PART 3,56.5,93.5,11
DTS211LL_Y2_01_09 PART 1,66.21538461538461,100.0,13
DTS211LL_Y2_01_09 PART 2,50.771428571428565,27.95,14
DTS211_Y2_01_01,89.4056179775281,100.0,89
DTS211_Y2_01_02,81.95882352941176,100.0,68
DTS211_Y2_01_03,75.70196078431373,100.0,51
DTS211_Y2_01_04,79.79047619047618,100.0,42
DTS211_Y2_01_05,73.071875,100.0,32
DTS211_Y2_01_06,78.68064516129031,100.0,31
DTS211_Y2_01_07,80.80740740740741,100.0,27
DTS211_Y2_01_08,82.65555555555555,100.0,27
DTS211_Y2_01_09,82.0125,100.0,24
DTS211_Y2_01_10,85.4625,100.0,16
DTS211_Y2_01_11,72.6,100.0,14
DTS211_Y2_01_12,81.26153846153846,100.0,13
Dilution and the Dilution Formula,77.89224806201551,98.2,129
Dts202 Y2 02 01,86.34642857142856,100.0,28
Dts204 Y2 02 01 A,87.28421052631579,100.0,76
Dts204 Y2 02 01 B,92.6939393939394,100.0,66
ECO 101 (2023-10-19 15_59 GMT+1),37.25151515151515,8.35,66
ECO 103 (2023-10-17 15_58 GMT+1),27.333333333333332,6.3,9
ECO 201LL_Y2_01_01,73.57179487179488,100.0,39
ECO 201LL_Y2_01_03,64.62258064516129,93.1,31
ECO 201LL_Y2_01_04,78.66666666666667,99.25,24
ECO 201LL_Y2_01_05,60.23076923076923,92.25,26
ECO 201LL_Y2_01_07,71.8157894736842,100.0,19
ECO 201LL_Y2_01_11,74.325,100.0,12
ECO101LL Y1_01_12,62.08837209302325,83.1,215
ECO101LL_Y1_01_01,77.83132137030995,100.0,613
ECO101LL_Y1_01_02,76.80761523046093,100.0,499
ECO101LL_Y1_01_03,72.16828193832599,100.0,454
ECO101LL_Y1_01_04,75.37893258426966,100.0,356
ECO101LL_Y1_01_05,70.4308383233533,100.0,334
ECO101LL_Y1_01_06,77.49235127478754,100.0,353
ECO101LL_Y1_01_07,71.44556962025317,100.0,316
ECO101LL_Y1_01_08,62.96216216216216,93.69999999999999,296
ECO101LL_Y1_01_09,64.28528138528138,93.4,231
ECO101LL_Y1_01_10,65.86783625730995,91.7,171
ECO101LL_Y1_01_11,56.71197183098592,65.8,142
ECO101LL_Y1_01_13,61.99096385542169,78.3,166
ECO101LL_Y1_01_14,58.24087591240876,82.1,137
ECO101LL_Y1_01_15,63.29685039370079,92.0,127
ECO101LL_Y1_01_16,67.21162790697674,100.0,129
ECO101LL_Y1_01_17,66.19148936170212,95.6,94
ECO101LL_Y1_01_18,61.37808219178083,91.0,73
ECO101_Y1_01_01,86.71084337349397,100.0,830
ECO101_Y1_01_02,93.24591836734693,100.0,686
ECO101_Y1_01_03,82.5028125,100.0,640
ECO101_Y1_01_04,72.22037037037036,97.1,486
ECO101_Y1_01_05,83.82054263565892,100.0,516
ECO101_Y1_01_06,77.29741602067183,100.0,387
ECO101_Y1_01_07,74.41409836065573,100.0,305
ECO101_Y1_01_08,74.2634328358209,100.0,268
ECO101_Y1_01_09,77.79508196721312,100.0,244
ECO101_Y1_01_10,71.21626016260163,100.0,246
ECO101_Y1_01_11,72.88454545454546,100.0,220
ECO101_Y1_01_12,73.59226519337017,100.0,181
ECO101_Y1_01_13,68.02095808383234,98.3,167
ECO102LL_Y1_02_01,73.15759493670886,100.0,316
ECO102LL_Y1_02_07,73.14157303370787,97.8,178
ECO102LL_Y1_02_10,72.62450331125828,97.1,151
ECO102LL_Y1_02_12,69.78660714285715,97.7,112
ECO102LL_Y1_02_13,71.07912087912088,100.0,91
ECO102LL_Y1_02_14,71.68701298701298,97.1,77
ECO102_Y1_01_01,88.64615384615385,100.0,104
ECO102_Y1_01_02,89.28965517241379,100.0,87
ECO102_Y1_01_03,73.90757575757576,100.0,66
ECO102_Y1_01_04,78.7186440677966,100.0,59
ECO102_Y1_01_05,80.25294117647059,100.0,51
ECO102_Y1_01_06,88.77777777777777,100.0,45
ECO102_Y1_01_07,74.38775510204081,100.0,49
ECO102_Y1_01_08,91.8029411764706,100.0,34
ECO102_Y1_01_09,75.6923076923077,100.0,39
ECO102_Y1_01_10,80.63214285714285,100.0,28
ECO102_Y1_01_11,82.09756097560975,100.0,41
ECO102_Y1_01_12,82.93243243243244,100.0,37
ECO102_Y1_01_13,77.65483870967742,100.0,31
ECO102_Y1_01_14,90.2695652173913,100.0,23
ECO102_Y1_01_15,77.4735294117647,100.0,34
ECO102_Y1_01_16,84.70714285714287,100.0,28
ECO102_Y1_01_17,69.85161290322581,100.0,31
ECO102_Y1_01_18,68.25,100.0,26
ECO102_Y1_01_19,81.6304347826087,100.0,23
ECO102_Y1_01_20,76.19047619047619,100.0,21
ECO102_Y1_02_01_A,91.2690909090909,100.0,385
ECO102_Y1_02_01_B,92.41929824561404,100.0,342
ECO102_Y1_02_02_A,86.19025787965616,100.0,349
ECO102_Y1_02_02_B,89.26045016077171,100.0,311
ECO102_Y1_02_03,85.06241830065359,100.0,306
ECO102_Y1_02_04_A,90.74113712374582,100.0,299
ECO102_Y1_02_04_B,90.94311594202898,100.0,276
ECO102_Y1_02_05_A,91.05346153846155,100.0,260
ECO102_Y1_02_05_B,91.18143459915612,100.0,237
ECO102_Y1_02_06_A,89.78658536585365,100.0,246
ECO102_Y1_02_06_B,88.85112107623318,100.0,223
ECO102_Y1_02_07_A,90.81260504201681,100.0,238
ECO102_Y1_02_07_B,88.87077625570777,100.0,219
ECO102_Y1_02_08_A,88.68341013824885,100.0,217
ECO102_Y1_02_08_B,85.75728643216081,100.0,199
ECO102_Y1_02_09,82.65181818181819,100.0,220
ECO102_Y1_02_10_A,82.42648648648648,100.0,185
ECO102_Y1_02_10_B,88.81987577639751,100.0,161
ECO102_Y1_02_11_A,91.50923076923077,100.0,130
ECO102_Y1_02_11_B,91.63362068965517,100.0,116
ECO102_Y1_02_12_A,83.21931034482758,100.0,145
ECO102_Y1_02_12_B,83.7375,100.0,128
ECO103LL_Y1_01_01,71.4342105263158,94.0,76
ECO103LL_Y1_01_02,63.4265625,78.3,64
ECO103LL_Y1_01_03,68.2452380952381,96.6,42
ECO103LL_Y1_01_04,80.284375,100.0,32
ECO103LL_Y1_01_05,73.35405405405405,96.9,37
ECO103LL_Y1_01_06,51.325,41.05,36
ECO103LL_Y1_01_07,72.22,95.8,25
ECO103LL_Y1_01_08,64.59642857142858,86.95,28
ECO103LL_Y1_01_09,66.75714285714287,88.9,21
ECO103LL_Y1_01_10,78.55499999999999,99.15,20
ECO103LL_Y1_01_11,76.33333333333333,99.3,18
ECO103LL_Y1_01_12,76.00869565217391,99.1,23
ECO103LL_Y1_01_13,67.8,98.6,22
ECO103LL_Y1_01_14,82.62142857142858,98.0,14
ECO103LL_Y1_01_15,73.66666666666667,100.0,9
ECO103LL_Y1_01_16,76.90666666666667,98.3,15
ECO103LL_Y1_01_17,81.41538461538462,100.0,13
ECO103LL_Y1_01_18,88.7090909090909,100.0,11
ECO104LL_Y1_02_03,77.97941176470589,97.4,34
ECO104LL_Y1_02_04,73.54074074074073,98.0,27
ECO104LL_Y1_02_05,81.8423076923077,100.0,26
ECO104LL_Y1_02_07,90.90588235294118,100.0,17
ECO104LL_Y1_02_09,56.957142857142856,74.0,14
ECO104LL_Y1_02_10,75.0,100.0,16
ECO104_Y1_02_01_A,88.27843137254902,100.0,51
ECO104_Y1_02_01_B,81.19375000000001,100.0,48
ECO104_Y1_02_02_A,96.16041666666666,100.0,48
ECO104_Y1_02_02_B,90.46170212765956,100.0,47
ECO104_Y1_02_03_A,45.5,45.5,1
ECO104_Y1_02_03_B,88.48048780487804,100.0,41
ECO104_Y1_02_04_A,74.2578947368421,100.0,38
ECO104_Y1_02_04_B,2.4,2.4,1
ECO104_Y1_02_05_A,91.66785714285713,100.0,28
ECO104_Y1_02_05_B,88.15172413793104,100.0,29
ECO104_Y1_02_05_C,95.86538461538461,100.0,26
ECO104_Y1_02_05_D,94.53333333333333,100.0,27
ECO104_Y1_02_06_A,79.40434782608695,100.0,23
ECO104_Y1_02_06_B,86.83809523809524,100.0,21
ECO104_Y1_02_07_A,86.45925925925927,100.0,27
ECO104_Y1_02_07_B,96.38636363636364,100.0,22
ECO104_Y1_02_07_C,92.64285714285714,100.0,21
ECO104_Y1_02_08_A,81.70833333333333,100.0,24
ECO104_Y1_02_08_B,89.54761904761905,100.0,21
ECO104_Y1_02_09,82.848,100.0,25
ECO104_Y1_02_10a,100.0,100.0,18
ECO104_Y1_02_10b,95.04117647058824,100.0,17
ECO104_Y1_02_11_A,88.24444444444445,100.0,18
ECO104_Y1_02_11_B,92.28,100.0,15
ECO104_Y1_02_12_A,74.69500000000001,100.0,20
ECO104_Y1_02_12_B,72.425,100.0,16
ECO104_Y1_02_12_C,75.85333333333332,93.8,15
ECO201_Y2_01_01A,90.51481481481481,100.0,54
ECO201_Y2_01_01B,89.24,100.0,50
ECO201_Y2_01_02,83.85238095238095,100.0,42
ECO201_Y2_01_03_A,82.36666666666666,100.0,45
ECO201_Y2_01_03_B,87.80243902439025,100.0,41
ECO201_Y2_01_04,81.89285714285714,100.0,42
ECO201_Y2_01_05,85.0657894736842,100.0,38
ECO201_Y2_01_06_A,91.42857142857143,100.0,35
ECO201_Y2_01_06_B,90.078125,100.0,32
ECO201_Y2_01_07_A,94.23030303030303,100.0,33
ECO201_Y2_01_07_B,89.840625,100.0,32
ECO201_Y2_01_08_A,83.52758620689656,100.0,29
ECO201_Y2_01_08_B,78.03571428571429,100.0,28
ECO201_Y2_01_09,80.88148148148149,100.0,27
ECO201_Y2_01_10,91.02173913043478,100.0,23
ECO201_Y2_01_11_A,80.104,100.0,25
ECO201_Y2_01_11_B,77.14166666666667,100.0,24
ECO201_Y2_01_12,80.80952380952381,100.0,21
ECO202LL_Y2_02_01,34.08,17.5,15
ECO202LL_Y2_02_02,53.06,46.95,10
ECO202LL_Y2_02_03_A,45.762499999999996,38.15,8
ECO202LL_Y2_02_03_B,61.1,91.1,5
ECO202LL_Y2_02_04,45.4,55.4,5
ECO202LL_Y2_02_05,58.68333333333333,78.19999999999999,6
ECO202LL_Y2_02_06,42.67999999999999,16.5,5
ECO202LL_Y2_02_07,34.75,18.85,4
ECO202LL_Y2_02_08,26.099999999999998,8.3,6
ECO202_Y2_02_02_A,78.23529411764706,100.0,17
ECO202_Y2_02_02_B,83.00625,100.0,16
ECO202_Y2_02_02_C,77.20588235294117,100.0,17
ECO202_Y2_02_03_A,86.6923076923077,100.0,13
ECO202_Y2_02_03_B,86.92307692307692,100.0,13
ECO202_Y2_02_03_C,86.46666666666665,100.0,12
ECO202_Y2_02_04_A,89.05454545454546,100.0,11
ECO202_Y2_02_04_B,90.91,100.0,10
ECO202_Y2_02_04_C,88.65,100.0,10
